Person,Item,Ratings
506,fruit/vegetable juice,8.0
506,bottled beer,8.0
509,tropical fruit,9.0
509,other vegetables,9.0
509,yogurt,8.0
509,bottled water,8.0
509,male cosmetics,7.0
512,tropical fruit,9.0
512,root vegetables,9.0
512,coffee,8.0
512,bottled water,8.0
512,red/blush wine,7.0
512,candy,8.0
512,house keeping products,8.0
512,shopping bags,8.0
518,pork,8.0
518,beef,8.0
518,berries,9.0
518,packaged fruit/vegetables,9.0
518,whole milk,8.0
518,mayonnaise,8.0
518,frozen fish,8.0
518,frozen potato products,8.0
518,oil,8.0
518,mustard,8.0
518,cat food,8.0
518,coffee,8.0
518,soda,4.0
518,chocolate,8.0
518,dish cleaner,8.0
518,napkins,7.0
518,newspapers,7.0
523,citrus fruit,9.0
523,berries,9.0
523,other vegetables,9.0
523,butter milk,8.0
523,sugar,6.0
523,fruit/vegetable juice,8.0
523,hygiene articles,7.0
524,hamburger meat,7.0
524,root vegetables,9.0
524,other vegetables,9.0
524,whole milk,8.0
524,rolls/buns,8.0
528,whole milk,8.0
528,yogurt,8.0
528,frozen potato products,8.0
528,margarine,8.0
528,bottled water,8.0
528,fruit/vegetable juice,8.0
528,salty snack,8.0
534,tropical fruit,9.0
534,whole milk,8.0
534,beverages,8.0
534,white bread,8.0
534,pasta,8.0
534,shopping bags,8.0
538,tropical fruit,9.0
538,root vegetables,9.0
538,whole milk,8.0
538,frozen vegetables,8.0
538,honey,9.0
538,baking powder,6.0
538,coffee,8.0
538,red/blush wine,7.0
538,chocolate marshmallow,8.0
543,frankfurter,8.0
543,tropical fruit,9.0
543,pip fruit,9.0
543,curd,7.0
543,UHT-milk,8.0
543,hard cheese,8.0
543,domestic eggs,8.0
543,rolls/buns,8.0
543,hygiene articles,7.0
543,napkins,7.0
543,shopping bags,8.0
546,sausage,8.0
546,whole milk,8.0
546,yogurt,8.0
546,brown bread,6.0
546,cereals,8.0
546,bottled water,8.0
546,soda,4.0
548,pip fruit,9.0
548,whole milk,8.0
548,curd,7.0
548,pastry,6.0
548,bottled water,8.0
558,other vegetables,9.0
558,curd,7.0
558,frozen meals,8.0
558,frozen potato products,8.0
558,soda,4.0
558,bottled beer,8.0
558,kitchen towels,8.0
558,candles,8.0
560,curd,7.0
560,whipped/sour cream,8.0
560,rolls/buns,8.0
560,zwieback,8.0
560,spices,9.0
562,other vegetables,9.0
562,whole milk,8.0
562,yogurt,8.0
562,domestic eggs,8.0
562,bottled water,8.0
562,soda,4.0
564,beef,8.0
564,tropical fruit,9.0
564,herbs,9.0
564,whole milk,8.0
564,curd,7.0
564,yogurt,8.0
564,whipped/sour cream,8.0
564,sliced cheese,7.0
568,rolls/buns,8.0
568,coffee,8.0
568,long life bakery product,4.0
568,detergent,5.0
568,shopping bags,8.0
570,frozen vegetables,8.0
570,bottled beer,8.0
570,liquor (appetizer),8.0
570,chewing gum,8.0
570,napkins,7.0
570,newspapers,7.0
572,hamburger meat,7.0
572,root vegetables,9.0
572,other vegetables,9.0
572,domestic eggs,8.0
572,roll products ,8.0
572,oil,8.0
572,margarine,8.0
572,hygiene articles,7.0
573,root vegetables,9.0
573,other vegetables,9.0
573,whole milk,8.0
573,yogurt,8.0
573,fruit/vegetable juice,8.0
573,white wine,7.0
582,grapes,7.0
582,root vegetables,9.0
582,frozen vegetables,8.0
582,domestic eggs,8.0
582,white wine,7.0
583,root vegetables,9.0
583,packaged fruit/vegetables,9.0
583,butter,8.0
583,whipped/sour cream,8.0
583,rolls/buns,8.0
584,citrus fruit,9.0
584,frozen vegetables,8.0
584,rolls/buns,8.0
584,canned beer,8.0
584,salty snack,8.0
586,frankfurter,8.0
586,whole milk,8.0
586,rolls/buns,8.0
586,margarine,8.0
586,baking powder,6.0
586,bottled beer,8.0
588,pork,8.0
588,tropical fruit,9.0
588,whole milk,8.0
588,curd,7.0
588,yogurt,8.0
588,hard cheese,8.0
588,frozen meals,8.0
588,frozen dessert,8.0
588,domestic eggs,8.0
588,cereals,8.0
588,baking powder,6.0
588,fruit/vegetable juice,8.0
588,soap,5.0
596,citrus fruit,9.0
596,tropical fruit,9.0
596,berries,9.0
596,root vegetables,9.0
596,other vegetables,9.0
596,whole milk,8.0
596,butter,8.0
596,bottled water,8.0
596,rubbing alcohol,5.0
596,hygiene articles,7.0
596,napkins,7.0
597,whole milk,8.0
597,processed cheese,7.0
597,brown bread,6.0
597,pastry,6.0
597,soda,4.0
598,frankfurter,8.0
598,sausage,8.0
598,tropical fruit,9.0
598,root vegetables,9.0
598,whole milk,8.0
598,yogurt,8.0
598,rolls/buns,8.0
598,pastry,6.0
598,candy,8.0
605,pork,8.0
605,pip fruit,9.0
605,other vegetables,9.0
605,whole milk,8.0
605,curd,7.0
605,white bread,8.0
605,sugar,6.0
605,bottled water,8.0
605,soda,4.0
607,pip fruit,9.0
607,butter,8.0
607,frozen meals,8.0
607,pasta,8.0
607,bottled water,8.0
608,beef,8.0
608,hamburger meat,7.0
608,citrus fruit,9.0
608,whole milk,8.0
608,mustard,8.0
608,soap,5.0
609,sausage,8.0
609,meat,8.0
609,other vegetables,9.0
609,whole milk,8.0
609,yogurt,8.0
609,rolls/buns,8.0
609,soda,4.0
609,bottled beer,8.0
609,chocolate,8.0
609,newspapers,7.0
612,tropical fruit,9.0
612,curd,7.0
612,yogurt,8.0
612,rolls/buns,8.0
612,brown bread,6.0
612,bottled water,8.0
612,bottled beer,8.0
612,seasonal products,7.0
614,beef,8.0
614,citrus fruit,9.0
614,curd,7.0
614,rolls/buns,8.0
614,oil,8.0
614,margarine,8.0
614,specialty bar,7.0
614,detergent,5.0
614,newspapers,7.0
615,meat,8.0
615,pork,8.0
615,beef,8.0
615,citrus fruit,9.0
615,root vegetables,9.0
615,other vegetables,9.0
615,whole milk,8.0
615,pickled vegetables,8.0
616,meat,8.0
616,hamburger meat,7.0
616,root vegetables,9.0
616,packaged fruit/vegetables,9.0
616,whole milk,8.0
616,butter,8.0
616,newspapers,7.0
617,bottled water,8.0
617,soda,4.0
617,red/blush wine,7.0
617,long life bakery product,4.0
617,newspapers,7.0
621,pip fruit,9.0
621,sliced cheese,7.0
621,pastry,6.0
621,white wine,7.0
621,light bulbs,8.0
621,newspapers,7.0
622,beef,8.0
622,citrus fruit,9.0
622,tropical fruit,9.0
622,yogurt,8.0
622,UHT-milk,8.0
622,frozen vegetables,8.0
622,rolls/buns,8.0
622,bottled water,8.0
622,skin care,7.0
623,beef,8.0
623,citrus fruit,9.0
623,berries,9.0
623,brown bread,6.0
623,sugar,6.0
623,coffee,8.0
623,kitchen towels,8.0
625,citrus fruit,9.0
625,tropical fruit,9.0
625,herbs,9.0
625,whole milk,8.0
625,butter,8.0
625,curd,7.0
625,whipped/sour cream,8.0
625,frozen vegetables,8.0
625,canned vegetables,7.0
625,misc. beverages,8.0
626,meat,8.0
626,beef,8.0
626,herbs,9.0
626,whole milk,8.0
626,frozen dessert,8.0
626,rolls/buns,8.0
626,semi-finished bread,7.0
626,flour,6.0
626,oil,8.0
626,coffee,8.0
626,pot plants,8.0
629,ham,7.0
629,whole milk,8.0
629,white bread,8.0
629,margarine,8.0
629,hair spray,7.0
630,hamburger meat,7.0
630,whole milk,8.0
630,oil,8.0
630,ketchup,8.0
630,soups,4.0
630,Instant food products,8.0
630,canned fish,8.0
630,coffee,8.0
630,bottled beer,8.0
630,hygiene articles,7.0
630,newspapers,7.0
631,beef,8.0
631,citrus fruit,9.0
631,other vegetables,9.0
631,butter milk,8.0
631,sliced cheese,7.0
631,processed cheese,8.0
631,rolls/buns,8.0
631,margarine,8.0
631,bottled water,8.0
631,fruit/vegetable juice,8.0
632,beef,8.0
632,citrus fruit,9.0
632,whole milk,8.0
632,domestic eggs,8.0
632,rolls/buns,8.0
632,pastry,6.0
632,roll products ,8.0
632,tea,8.0
632,fruit/vegetable juice,8.0
634,citrus fruit,9.0
634,tropical fruit,9.0
634,grapes,9.0
634,other vegetables,9.0
634,frozen vegetables,8.0
634,pickled vegetables,8.0
634,fruit/vegetable juice,8.0
634,liquor,8.0
634,rum,8.0
634,liquor (appetizer),8.0
634,candy,8.0
634,cling film/bags,8.0
636,tropical fruit,9.0
636,root vegetables,9.0
636,other vegetables,9.0
636,whipped/sour cream,8.0
636,brown bread,6.0
636,canned fish,8.0
636,long life bakery product,4.0
638,beef,8.0
638,other vegetables,9.0
638,whole milk,8.0
638,brown bread,6.0
638,pastry,6.0
638,salty snack,8.0
638,abrasive cleaner,7.0
638,shopping bags,8.0
642,other vegetables,9.0
642,rolls/buns,8.0
642,meat spreads,8.0
642,bottled water,8.0
642,soda,4.0
642,misc. beverages,8.0
642,waffles,6.0
642,chocolate,8.0
642,candy,8.0
643,hamburger meat,8.0
643,other vegetables,9.0
643,yogurt,8.0
643,rolls/buns,8.0
643,bottled water,8.0
644,hamburger meat,8.0
644,citrus fruit,9.0
644,root vegetables,9.0
644,rolls/buns,8.0
644,Instant food products,8.0
644,canned fish,8.0
644,bottled water,8.0
644,soda,4.0
644,fruit/vegetable juice,8.0
644,napkins,7.0
645,frankfurter,8.0
645,sausage,8.0
645,domestic eggs,8.0
645,soda,4.0
645,chewing gum,8.0
645,shopping bags,8.0
649,frankfurter,8.0
649,root vegetables,9.0
649,onions,9.0
649,other vegetables,9.0
649,white bread,8.0
649,canned beer,8.0
650,chicken,8.0
650,hamburger meat,8.0
650,herbs,9.0
650,whipped/sour cream,8.0
650,soups,4.0
650,soda,4.0
650,canned beer,8.0
650,dish cleaner,8.0
650,napkins,7.0
650,cling film/bags,8.0
659,citrus fruit,9.0
659,other vegetables,9.0
659,whole milk,8.0
659,curd,8.0
659,yogurt,8.0
659,potato products,9.0
659,fruit/vegetable juice,8.0
659,long life bakery product,4.0
661,frankfurter,8.0
661,citrus fruit,9.0
661,butter milk,8.0
661,UHT-milk,8.0
661,rolls/buns,8.0
661,female sanitary products,7.0
661,shopping bags,8.0
662,ham,8.0
662,other vegetables,9.0
662,butter,8.0
662,whipped/sour cream,8.0
662,sugar,6.0
662,soda,4.0
664,sausage,8.0
664,onions,9.0
664,curd,8.0
664,yogurt,8.0
664,domestic eggs,8.0
664,coffee,8.0
669,sausage,8.0
669,root vegetables,9.0
669,other vegetables,9.0
669,rolls/buns,8.0
669,soda,4.0
673,frankfurter,8.0
673,hamburger meat,8.0
673,whole milk,8.0
673,rolls/buns,8.0
673,potato products,9.0
673,mustard,8.0
673,coffee,8.0
673,waffles,6.0
673,chocolate marshmallow,8.0
673,soap,6.0
673,newspapers,7.0
675,sausage,8.0
675,meat,8.0
675,tropical fruit,9.0
675,pip fruit,9.0
675,pastry,6.0
675,sugar,6.0
675,coffee,8.0
675,candles,8.0
675,pot plants,8.0
678,whole milk,8.0
678,sliced cheese,8.0
678,margarine,8.0
678,cat food,8.0
678,detergent,6.0
678,dishes,8.0
678,shopping bags,8.0
679,frankfurter,8.0
679,ham,8.0
679,whole milk,8.0
679,yogurt,8.0
679,rolls/buns,8.0
679,pastry,6.0
679,vinegar,8.0
679,sugar,6.0
679,soda,4.0
679,fruit/vegetable juice,8.0
679,napkins,7.0
680,beef,8.0
680,whole milk,8.0
680,brown bread,6.0
680,specialty chocolate,8.0
680,newspapers,7.0
681,pip fruit,9.0
681,other vegetables,9.0
681,butter milk,8.0
681,cream cheese ,8.0
681,rolls/buns,8.0
682,sausage,8.0
682,whole milk,8.0
682,rolls/buns,8.0
682,coffee,8.0
682,chocolate,8.0
685,root vegetables,9.0
685,other vegetables,9.0
685,whole milk,8.0
685,sliced cheese,8.0
685,frozen vegetables,8.0
685,frozen fish,8.0
685,frozen dessert,8.0
685,chocolate,8.0
690,yogurt,8.0
690,salt,8.0
690,jam,8.0
690,sparkling wine,8.0
690,cleaner,6.0
691,tropical fruit,9.0
691,curd,8.0
691,sliced cheese,8.0
691,rolls/buns,8.0
691,soda,4.0
695,whole milk,8.0
695,brown bread,6.0
695,pasta,8.0
695,margarine,8.0
695,bottled water,8.0
695,napkins,7.0
695,newspapers,7.0
696,pork,8.0
696,UHT-milk,8.0
696,bottled water,8.0
696,soda,4.0
696,canned beer,8.0
697,other vegetables,9.0
697,curd,8.0
697,yogurt,8.0
697,curd cheese,6.0
697,margarine,8.0
697,cleaner,6.0
697,hygiene articles,7.0
698,rolls/buns,8.0
698,soda,4.0
698,fruit/vegetable juice,8.0
698,canned beer,8.0
698,white wine,8.0
698,long life bakery product,4.0
698,shopping bags,8.0
699,frankfurter,6.0
699,pip fruit,9.0
699,whole milk,8.0
699,rolls/buns,8.0
699,roll products ,8.0
701,whole milk,8.0
701,curd,8.0
701,sliced cheese,8.0
701,cat food,8.0
701,coffee,8.0
707,chicken,8.0
707,onions,9.0
707,other vegetables,9.0
707,whole milk,8.0
707,brown bread,6.0
707,white wine,8.0
707,red/blush wine,8.0
708,tropical fruit,9.0
708,onions,9.0
708,whole milk,8.0
708,butter,8.0
708,dishes,8.0
709,sausage,8.0
709,turkey,6.0
709,other vegetables,9.0
709,yogurt,8.0
709,brown bread,6.0
709,oil,8.0
709,hygiene articles,7.0
709,shopping bags,8.0
710,sausage,8.0
710,other vegetables,9.0
710,whole milk,8.0
710,curd,8.0
710,hard cheese,8.0
710,soda,4.0
710,candy,6.0
710,newspapers,7.0
711,frankfurter,6.0
711,citrus fruit,9.0
711,pastry,6.0
711,margarine,8.0
711,instant coffee,8.0
711,shopping bags,8.0
712,UHT-milk,8.0
712,frozen dessert,8.0
712,fruit/vegetable juice,8.0
712,decalcifier,7.0
712,newspapers,7.0
723,citrus fruit,9.0
723,curd,8.0
723,yogurt,8.0
723,sliced cheese,8.0
723,rolls/buns,8.0
723,oil,8.0
723,bottled water,2.0
726,domestic eggs,8.0
726,rolls/buns,8.0
726,pastry,6.0
726,coffee,8.0
726,candles,2.0
727,beef,8.0
727,pip fruit,9.0
727,root vegetables,9.0
727,rolls/buns,8.0
727,margarine,8.0
731,whole milk,8.0
731,yogurt,8.0
731,bottled beer,0.0
731,white wine,8.0
731,salty snack,8.0
731,napkins,7.0
732,meat,8.0
732,beef,8.0
732,other vegetables,9.0
732,whole milk,8.0
732,butter,8.0
732,domestic eggs,8.0
732,rolls/buns,8.0
733,onions,9.0
733,whole milk,8.0
733,bottled beer,0.0
733,liquor (appetizer),8.0
733,detergent,6.0
733,dishes,8.0
734,frankfurter,0.0
734,grapes,8.0
734,other vegetables,9.0
734,butter milk,8.0
734,UHT-milk,8.0
734,brown bread,6.0
734,margarine,8.0
734,organic products,9.0
734,bottled water,0.0
734,soda,4.0
740,sausage,8.0
740,root vegetables,9.0
740,other vegetables,9.0
740,whole milk,8.0
740,bottled beer,1.0
740,seasonal products,8.0
741,tropical fruit,9.0
741,whole milk,8.0
741,curd,8.0
741,yogurt,8.0
741,whipped/sour cream,8.0
742,frankfurter,1.0
742,rolls/buns,8.0
742,soda,4.0
742,abrasive cleaner,7.0
742,newspapers,7.0
742,flower (seeds),1.0
753,sausage,8.0
753,rolls/buns,8.0
753,soda,4.0
753,canned beer,8.0
753,shopping bags,8.0
760,pork,8.0
760,tropical fruit,9.0
760,rolls/buns,8.0
760,semi-finished bread,8.0
760,bottled beer,4.0
760,newspapers,7.0
761,frankfurter,4.0
761,chicken,8.0
761,pork,8.0
761,citrus fruit,9.0
761,other vegetables,9.0
761,whole milk,8.0
761,butter milk,8.0
761,whipped/sour cream,8.0
761,cream cheese ,8.0
761,frozen dessert,8.0
761,domestic eggs,8.0
761,rolls/buns,8.0
761,sugar,6.0
761,baking powder,6.0
762,pork,8.0
762,beef,8.0
762,whole milk,8.0
762,domestic eggs,8.0
762,bottled water,4.0
762,bottled beer,4.0
762,hygiene articles,7.0
763,frankfurter,4.0
763,pork,8.0
763,citrus fruit,9.0
763,root vegetables,9.0
763,onions,9.0
763,other vegetables,9.0
763,packaged fruit/vegetables,9.0
763,cat food,8.0
763,bottled water,4.0
765,chicken,8.0
765,other vegetables,9.0
765,packaged fruit/vegetables,9.0
765,condensed milk,8.0
765,frozen vegetables,8.0
765,fruit/vegetable juice,8.0
771,grapes,8.0
771,other vegetables,9.0
771,zwieback,4.0
771,Instant food products,4.0
771,dishes,8.0
772,frankfurter,4.0
772,citrus fruit,9.0
772,whipped/sour cream,8.0
772,cream cheese ,8.0
772,rolls/buns,8.0
772,baking powder,6.0
772,seasonal products,8.0
772,napkins,7.0
773,finished products,4.0
773,root vegetables,9.0
773,packaged fruit/vegetables,9.0
773,yogurt,8.0
773,specialty cheese,8.0
773,frozen vegetables,8.0
773,ice cream,8.0
773,soda,4.0
773,bottled beer,4.0
776,other vegetables,9.0
776,cream cheese ,8.0
776,tea,8.0
776,chocolate,4.0
776,chocolate marshmallow,4.0
777,ham,8.0
777,turkey,6.0
777,beef,8.0
777,other vegetables,9.0
777,whole milk,8.0
777,pot plants,4.0
782,ham,8.0
782,chicken,8.0
782,citrus fruit,9.0
782,berries,9.0
782,onions,9.0
782,whole milk,8.0
782,curd,8.0
782,yogurt,8.0
782,frozen vegetables,8.0
782,rolls/buns,8.0
782,margarine,8.0
782,soda,4.0
782,liquor (appetizer),8.0
782,cake bar,6.0
782,candy,3.0
782,seasonal products,8.0
782,skin care,7.0
783,packaged fruit/vegetables,9.0
783,whole milk,8.0
783,dessert,6.0
783,yogurt,8.0
783,UHT-milk,8.0
783,margarine,8.0
783,bottled water,3.0
783,long life bakery product,4.0
787,chicken,8.0
787,UHT-milk,8.0
787,rolls/buns,8.0
787,coffee,8.0
787,long life bakery product,4.0
787,house keeping products,7.0
792,frankfurter,7.0
792,hamburger meat,8.0
792,whole milk,8.0
792,domestic eggs,8.0
792,rolls/buns,8.0
792,brown bread,6.0
792,margarine,8.0
792,bottled water,7.0
792,flower (seeds),7.0
793,chicken,8.0
793,grapes,8.0
793,whole milk,8.0
793,whipped/sour cream,8.0
793,mayonnaise,8.0
795,citrus fruit,9.0
795,tropical fruit,9.0
795,grapes,8.0
795,yogurt,8.0
795,rolls/buns,8.0
795,margarine,8.0
795,bottled water,7.0
795,soda,4.0
795,misc. beverages,8.0
795,candy,6.0
795,female sanitary products,7.0
795,shopping bags,8.0
796,sausage,8.0
796,pork,8.0
796,beef,8.0
796,berries,9.0
796,root vegetables,9.0
796,whole milk,8.0
796,butter,8.0
796,rolls/buns,8.0
796,cat food,8.0
796,bottled water,6.0
796,newspapers,7.0
797,root vegetables,9.0
797,onions,9.0
797,other vegetables,9.0
797,packaged fruit/vegetables,9.0
797,whole milk,8.0
797,whipped/sour cream,8.0
797,frozen vegetables,8.0
797,rolls/buns,8.0
797,pasta,8.0
797,soups,4.0
797,baking powder,6.0
797,soda,4.0
797,detergent,6.0
802,berries,9.0
802,other vegetables,9.0
802,whipped/sour cream,8.0
802,UHT-milk,8.0
802,bottled water,5.0
802,soda,4.0
802,hygiene articles,7.0
802,newspapers,7.0
804,tropical fruit,9.0
804,whole milk,8.0
804,rolls/buns,8.0
804,semi-finished bread,8.0
804,margarine,8.0
804,fruit/vegetable juice,8.0
804,long life bakery product,4.0
804,newspapers,7.0
805,frankfurter,5.0
805,pork,8.0
805,beverages,5.0
805,frozen meals,8.0
805,waffles,6.0
806,frankfurter,5.0
806,sausage,8.0
806,frozen fish,8.0
806,margarine,8.0
806,specialty bar,8.0
809,beef,8.0
809,whole milk,8.0
809,frozen vegetables,8.0
809,brown bread,6.0
809,pastry,6.0
809,coffee,8.0
810,whole milk,8.0
810,pastry,6.0
810,bottled water,5.0
810,newspapers,7.0
810,photo/film,8.0
811,pork,8.0
811,fish,8.0
811,whole milk,8.0
811,butter,8.0
811,curd,8.0
811,yogurt,8.0
811,whipped/sour cream,8.0
811,flour,6.0
811,sugar,6.0
814,pork,8.0
814,grapes,8.0
814,UHT-milk,8.0
814,brown bread,6.0
814,margarine,8.0
817,citrus fruit,9.0
817,root vegetables,9.0
817,whole milk,8.0
817,butter,8.0
817,whipped/sour cream,8.0
817,oil,8.0
817,mustard,8.0
817,bottled water,3.0
817,bottled beer,3.0
818,pip fruit,9.0
818,herbs,9.0
818,other vegetables,9.0
818,whole milk,8.0
818,coffee,8.0
818,female sanitary products,7.0
818,hygiene articles,7.0
818,shopping bags,8.0
819,root vegetables,9.0
819,dessert,6.0
819,yogurt,8.0
819,cream cheese ,8.0
819,rice,9.0
820,tropical fruit,9.0
820,curd,8.0
820,rolls/buns,8.0
820,organic products,9.0
820,newspapers,7.0
821,beef,8.0
821,root vegetables,9.0
821,other vegetables,9.0
821,whole milk,8.0
821,butter,8.0
821,soft cheese,8.0
821,hard cheese,8.0
821,domestic eggs,8.0
821,pasta,8.0
821,coffee,8.0
821,candles,3.0
822,chicken,8.0
822,pork,8.0
822,whole milk,8.0
822,butter,8.0
822,white bread,8.0
823,citrus fruit,9.0
823,grapes,8.0
823,whole milk,8.0
823,rolls/buns,8.0
823,pastry,6.0
823,oil,8.0
823,margarine,8.0
823,candles,3.0
823,newspapers,7.0
824,meat,8.0
824,beef,8.0
824,tropical fruit,9.0
824,pip fruit,9.0
824,other vegetables,9.0
824,whipped/sour cream,8.0
824,soft cheese,8.0
824,frozen meals,8.0
824,margarine,8.0
824,coffee,8.0
824,fruit/vegetable juice,8.0
824,pot plants,3.0
826,citrus fruit,9.0
826,herbs,9.0
826,whole milk,8.0
826,bottled water,3.0
826,bottled beer,3.0
826,pot plants,3.0
828,meat,8.0
828,other vegetables,9.0
828,whole milk,8.0
828,beverages,3.0
828,rolls/buns,8.0
828,margarine,8.0
828,chocolate,3.0
828,napkins,7.0
828,newspapers,7.0
830,frankfurter,3.0
830,beef,8.0
830,tropical fruit,9.0
830,root vegetables,9.0
830,packaged fruit/vegetables,9.0
830,whole milk,8.0
830,frozen vegetables,8.0
832,turkey,6.0
832,root vegetables,9.0
832,other vegetables,9.0
832,curd,8.0
832,bottled beer,3.0
832,specialty chocolate,8.0
833,citrus fruit,9.0
833,onions,9.0
833,whole milk,8.0
833,curd,8.0
833,yogurt,8.0
833,rolls/buns,8.0
833,pasta,8.0
833,mustard,8.0
833,dog food,8.0
833,canned beer,8.0
843,nuts/prunes,9.0
843,whole milk,8.0
843,semi-finished bread,8.0
843,jam,7.0
843,soda,4.0
843,pot plants,7.0
843,shopping bags,8.0
844,citrus fruit,9.0
844,other vegetables,9.0
844,packaged fruit/vegetables,9.0
844,whole milk,8.0
844,butter,8.0
844,whipped/sour cream,8.0
844,flour,6.0
844,sugar,6.0
844,coffee,8.0
844,soda,4.0
844,sparkling wine,8.0
844,dishes,8.0
845,beef,8.0
845,citrus fruit,9.0
845,root vegetables,9.0
845,onions,9.0
845,curd,8.0
845,hard cheese,8.0
845,rolls/buns,8.0
845,fruit/vegetable juice,8.0
846,whole milk,8.0
846,yogurt,8.0
846,frozen vegetables,8.0
846,coffee,8.0
846,canned beer,8.0
846,napkins,7.0
849,fish,8.0
849,berries,9.0
849,other vegetables,9.0
849,whole milk,8.0
849,dessert,6.0
849,yogurt,8.0
849,spread cheese,8.0
849,coffee,8.0
849,white wine,8.0
849,red/blush wine,8.0
850,other vegetables,9.0
850,whole milk,8.0
850,curd,8.0
850,frozen vegetables,8.0
850,domestic eggs,8.0
850,sugar,6.0
850,instant coffee,8.0
850,newspapers,7.0
851,tropical fruit,9.0
851,berries,9.0
851,root vegetables,9.0
851,whole milk,8.0
851,butter,8.0
851,yogurt,8.0
851,whipped/sour cream,8.0
851,sliced cheese,8.0
851,hard cheese,8.0
851,specialty chocolate,8.0
851,napkins,7.0
853,sausage,8.0
853,pork,8.0
853,other vegetables,9.0
853,frozen fish,8.0
853,rolls/buns,8.0
853,semi-finished bread,8.0
853,artif. sweetener,4.0
853,bottled water,4.0
853,hygiene articles,7.0
853,newspapers,7.0
854,meat,8.0
854,root vegetables,9.0
854,whipped/sour cream,8.0
854,beverages,4.0
854,cream cheese ,8.0
854,waffles,6.0
854,dishes,8.0
855,chicken,8.0
855,tropical fruit,9.0
855,pip fruit,9.0
855,root vegetables,9.0
855,other vegetables,9.0
855,packaged fruit/vegetables,9.0
855,butter,8.0
855,rolls/buns,8.0
855,margarine,8.0
855,sugar,6.0
855,rum,8.0
855,long life bakery product,4.0
855,abrasive cleaner,7.0
856,berries,9.0
856,whole milk,8.0
856,whipped/sour cream,8.0
856,margarine,8.0
856,organic products,9.0
856,fruit/vegetable juice,8.0
856,shopping bags,8.0
859,beef,8.0
859,root vegetables,9.0
859,bottled beer,5.0
859,chocolate,5.0
859,shopping bags,8.0
860,chicken,8.0
860,pork,8.0
860,other vegetables,9.0
860,whole milk,8.0
860,whipped/sour cream,8.0
860,UHT-milk,8.0
860,domestic eggs,8.0
860,rolls/buns,8.0
